person_id,workplace_location_accessibility_0,workplace_location_accessibility_1,workplace_location_accessibility_2,othdiscr_accessibility_0,othdiscr_accessibility_1,othdiscr_accessibility_2,shopping_accessibility_0,shopping_accessibility_1,shopping_accessibility_2
28,12.77580488891094,11.635435166581825,11.682257152566168,15.89578970101186,15.92138197685257,16.242483029766973,12.91655415930914,11.279472962639518,11.103600648506891
29,13.373709964012054,11.88278816002149,11.851754800083855,16.183024422468517,15.367552278760906,15.964681207584507,12.807726295760535,11.276809941532681,11.176275835576819
30,13.373709964012054,11.88278816002149,11.851754800083855,16.183024422468517,15.367552278760906,15.964681207584507,12.807726295760535,11.276809941532681,11.176275835576819
31,13.373709964012054,11.88278816002149,11.851754800083855,16.183024422468517,15.367552278760906,15.964681207584507,12.807726295760535,11.276809941532681,11.176275835576819
32,13.373709964012054,11.88278816002149,11.851754800083855,16.183024422468517,15.367552278760906,15.964681207584507,12.807726295760535,11.276809941532681,11.176275835576819
33,13.373709964012054,11.88278816002149,11.851754800083855,16.183024422468517,15.367552278760906,15.964681207584507,12.807726295760535,11.276809941532681,11.176275835576819
34,12.77580488891094,11.635435166581825,11.682257152566168,15.89578970101186,15.92138197685257,16.242483029766973,12.91655415930914,11.279472962639518,11.103600648506891
35,12.77580488891094,11.635435166581825,11.682257152566168,15.89578970101186,15.92138197685257,16.242483029766973,12.91655415930914,11.279472962639518,11.103600648506891
36,12.77580488891094,11.635435166581825,11.682257152566168,15.89578970101186,15.92138197685257,16.242483029766973,12.91655415930914,11.279472962639518,11.103600648506891
37,13.373709964012054,11.88278816002149,11.851754800083855,16.183024422468517,15.367552278760906,15.964681207584507,12.807726295760535,11.276809941532681,11.176275835576819
38,13.373709964012054,11.88278816002149,11.851754800083855,16.183024422468517,15.367552278760906,15.964681207584507,12.807726295760535,11.276809941532681,11.176275835576819
39,12.77580488891094,11.635435166581825,11.682257152566168,15.89578970101186,15.92138197685257,16.242483029766973,12.91655415930914,11.279472962639518,11.103600648506891
40,12.77580488891094,11.635435166581825,11.682257152566168,15.89578970101186,15.92138197685257,16.242483029766973,12.91655415930914,11.279472962639518,11.103600648506891
41,12.77580488891094,11.635435166581825,11.682257152566168,15.89578970101186,15.92138197685257,16.242483029766973,12.91655415930914,11.279472962639518,11.103600648506891
42,13.37007599096318,12.00257706783934,11.904356120442928,16.324819307713366,16.08384891435945,15.875450860290155,12.592257982565295,11.18864829554927,11.101826743251433
43,13.37007599096318,12.00257706783934,11.904356120442928,16.324819307713366,16.08384891435945,15.875450860290155,12.592257982565295,11.18864829554927,11.101826743251433
44,13.37007599096318,12.00257706783934,11.904356120442928,16.324819307713366,16.08384891435945,15.875450860290155,12.592257982565295,11.18864829554927,11.101826743251433
45,13.37007599096318,12.00257706783934,11.904356120442928,16.324819307713366,16.08384891435945,15.875450860290155,12.592257982565295,11.18864829554927,11.101826743251433
46,13.37007599096318,12.00257706783934,11.904356120442928,16.324819307713366,16.08384891435945,15.875450860290155,12.592257982565295,11.18864829554927,11.101826743251433
47,13.37007599096318,12.00257706783934,11.904356120442928,16.324819307713366,16.08384891435945,15.875450860290155,12.592257982565295,11.18864829554927,11.101826743251433
48,13.37007599096318,12.00257706783934,11.904356120442928,16.324819307713366,16.08384891435945,15.875450860290155,12.592257982565295,11.18864829554927,11.101826743251433
49,13.37007599096318,12.00257706783934,11.904356120442928,16.324819307713366,16.08384891435945,15.875450860290155,12.592257982565295,11.18864829554927,11.101826743251433
